Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,city,Place_Name,Average Household Size_(Total),Median household income,Median house value,White,Black_or_African_American,Asian,Hispanic or Latino,American_Indian_and_Alaska_Native,Total_Population
16577,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,The Chicopee Initiative to Plan for and Implement Complete and Safe Streets for All,Chicopee,Hampden,Massachusetts,320000.0,BIL,Discretionary,Y,P-17673,chicopee,Chicopee,2.35,53225,182100,47556,2856,1306,11620,56,55421
49543,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,Clinton,Worcester,Massachusetts,500000.0,BIL,Discretionary,Y,,clinton,Clinton,2.46,53972,243200,6230,362,10,1641,0,7154
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Clinton Safe Streets for All Planning and Demonstration Projects Program,Clinton,Worcester,Massachusetts,356204.0,BIL,Discretionary,,,clinton,Clinton,2.46,53972,243200,6230,362,10,1641,0,7154
15581,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Danvers â€“ Crane River Shoreline Restoration Analysis,Danvers,Essex,Massachusetts,43556.0,BIL,Formula,Y,P-16577,danvers,Danvers,2.51,89250,427400,25285,673,715,1394,16,27586
48942,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Danvers,Essex,Massachusetts,1380000.0,BIL,Discretionary,Y,,danvers,Danvers,2.51,89250,427400,25285,673,715,1394,16,27586
7995,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Dedham Comprehensive Local Roads Safety Plan,Dedham,Norfolk,Massachusetts,207841.0,BIL,Discretionary,Y,P-8212,dedham,Dedham,2.42,100757,461200,21314,2084,689,2209,28,25283
18615,Department of Transportation,Federal Highway Administration,Charging and Fueling Infrastructure Grants (Community Charging),Transportation,"Electric Vehicles, Buses, and Ferries",Town of Deerfield: Public Access EV Charging,Deerfield,Franklin,Massachusetts,2462612.0,BIL,Discretionary,Y,P-20566,deerfield,Deerfield,2.75,-666666666,231000,378,143,4,59,0,621
41231,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Deerfield,Franklin,Massachusetts,155598.0,IRA,Discretionary,Y,IRA-5412,deerfield,Deerfield,2.75,-666666666,231000,378,143,4,59,0,621
43215,Department of Energy,Energy Efficiency and Renewable Energy,Clean Hydrogen Electrolysis Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Clean Hydrogen Electrolysis Program - Electric Hydrogen Co.,Devens,Worcester,Massachusetts,46300000.0,BIL,Discretionary,Y,P-24470,devens,Devens,3.14,92426,330000,1216,368,214,276,21,1969
3441,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Essex River, MA",Essex,Essex,Massachusetts,4425000.0,BIL,Discretionary,Y,P-3441,essex,Essex,2.32,114479,493500,1393,0,0,0,0,1393
43409,Department of Transportation,Federal Highway Administration,Reconnecting Communities Pilot Program,Transportation,"Roads, Bridges, and Major Projects",Uniting Neighborhoods and Transit Opportunities in Everett,Everett,Middlesex,Massachusetts,1200000.0,BIL,Discretionary,Y,P-24580,everett,Everett,2.87,65528,405800,26662,8315,3754,13029,500,46118
16578,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,"Everett, MA Planning and Demonstration Activities",Everett,Middlesex,Massachusetts,90720.0,BIL,Discretionary,Y,P-17674,everett,Everett,2.87,65528,405800,26662,8315,3754,13029,500,46118
27048,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Everett,Suffolk,Massachusetts,76560.0,BIL,Both,N,A-7089,everett,Everett,2.87,65528,405800,26662,8315,3754,13029,500,46118
50471,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Lower Broadway Everett Transit Priority Corridor Project,Everett,Suffolk,Massachusetts,22400000.0,BIL,Discretionary,N,,everett,Everett,2.87,65528,405800,26662,8315,3754,13029,500,46118
6011,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Fall River,Fall River,Bristol,Massachusetts,3895000.0,BIL,Discretionary,Y,P-6173,fall river,Fall River,2.29,43503,242200,72055,5238,1725,9420,124,89388
27049,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Fall River,Bristol,Massachusetts,145730.0,BIL,Both,N,A-7090,fall river,Fall River,2.29,43503,242200,72055,5238,1725,9420,124,89388
ASST_NON_693JJ22330000Y800MA003S191_6925,Department of Transportation,Federal Highway Administration,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",Resilience,Resilience,Fall River- Corridor Improvements on Route 79/DAVOL Street,Fall River,Bristol,Massachusetts,15200000.0,BIL,Formula,USAspending,,fall river,Fall River,2.29,43503,242200,72055,5238,1725,9420,124,89388
38365,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Fall River Urban Tree Canopy Expansion Initiative,Fall River,Bristol,Massachusetts,1000000.0,IRA,Both,Y,IRA-2513,fall river,Fall River,2.29,43503,242200,72055,5238,1725,9420,124,89388
48943,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Fall River,Bristol,Massachusetts,3450000.0,BIL,Discretionary,Y,,fall river,Fall River,2.29,43503,242200,72055,5238,1725,9420,124,89388
12077,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,Upper Coonamessett River Wetland Complex Restoration,Falmouth,Barnstable,Massachusetts,1052500.0,BIL,Discretionary,Y,P-12595,falmouth,Falmouth,1.70,41343,540000,3096,92,58,110,72,3540
4728,Department of Transportation,Federal Highway Administration,Construction of Ferry Boats and Ferry Terminal Facilities,Transportation,Ports and Waterways,Ferry Boat Program - Woods Hole Martha's Vineyard and Nantucket Steamship Authority,Falmouth,Barnstable,Massachusetts,3358745.0,BIL,Formula,Y,P-4732,falmouth,Falmouth,1.70,41343,540000,3096,92,58,110,72,3540
50143,Department of Commerce,National Oceanic and Atmospheric Administration,Investing in Coastal Communities and Climate Resilience,Resilience,Climate Resilience,"Optimization of PhytO-ARM harmful algal bloom sensing for low-bandwidth, satellite-based telemetry",Falmouth,Barnstable,Massachusetts,1197911.0,IRA,Discretionary,N,,falmouth,Falmouth,1.70,41343,540000,3096,92,58,110,72,3540
38163,Department of Commerce,National Oceanic and Atmospheric Administration,Investing in Coastal Communities and Climate Resilience,Resilience,Climate Resilience,Assessing the laboratory and field responses of diatoms and coccolithophores to ocean alkalinity enhancement,Falmouth,Barnstable,Massachusetts,1026045.0,IRA,Discretionary,N,IRA-2310,falmouth,Falmouth,1.70,41343,540000,3096,92,58,110,72,3540
1669,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Fitchburg Municipal - FIT,Fitchburg,Worcester,Massachusetts,295000.0,BIL,Both,Y,P-1669,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
20150,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Fitchburg Municipal - FIT,Fitchburg,Worcester,Massachusetts,294000.0,BIL,Both,Y,P-22262,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
10249,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Fitchburg Municipal - FIT,Fitchburg,Worcester,Massachusetts,292000.0,BIL,Both,Y,P-10502,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
15583,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Blue/Green Downtown Fitchburg,Fitchburg,Worcester,Massachusetts,187500.0,BIL,Formula,Y,P-16579,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
27050,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Fitchburg,Worcester,Massachusetts,76400.0,BIL,Both,N,A-7091,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
49673,General Services Administration,Real Property Activities,General Services Administration Emerging Technologies,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Philip J Philbin Fed Bldg heat pump system and quad pane windows installation,Fitchburg,Worcester,Massachusetts,14300000.0,IRA,Discretionary,Y,,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Opening the Gateway City: Retrofitting Systemic Accessibility and Safety into Fitchburg,Fitchburg,Worcester,Massachusetts,339036.0,BIL,Discretionary,,,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
48944,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Fitchburg,Worcester,Massachusetts,6210000.0,BIL,Discretionary,Y,,fitchburg,Fitchburg,2.60,57207,196600,32703,2018,956,11712,169,40702
41235,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",Forestdale,Barnstable,Massachusetts,462000.0,IRA,Discretionary,Y,IRA-5416,forestdale,Forestdale,2.64,98182,349500,3757,0,15,28,0,3791
4569,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,"Brownfields Project - Framingham, City of",Framingham,Middlesex,Massachusetts,500000.0,BIL,Discretionary,Y,P-4573,framingham,Framingham,2.45,82709,409400,50254,5288,5698,11648,358,72308
27051,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Framingham,Middlesex,Massachusetts,132170.0,BIL,Both,N,A-7092,framingham,Framingham,2.45,82709,409400,50254,5288,5698,11648,358,72308
12505,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Nu-Style Jewelry Factory Brownfield Cleanup Grant,Franklin,Norfolk,Massachusetts,500000.0,BIL,Discretionary,Y,P-13023,franklin,Franklin,2.69,122607,432700,30130,305,1915,531,0,33256
10250,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Gardner Municipal - GDM,Gardner,Worcester,Massachusetts,113000.0,BIL,Both,Y,P-10503,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
20151,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Gardner Municipal - GDM,Gardner,Worcester,Massachusetts,113000.0,BIL,Both,Y,P-22263,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
1670,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Gardner Municipal - GDM,Gardner,Worcester,Massachusetts,110000.0,BIL,Both,Y,P-1670,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
ASST_NON_00A00885_6800,Environmental Protection Agency,Environmental Protection Agency,Geographic Programs - Long Island Sound,Clean Water,Water,Geographic Programs - Long Island Sound - Massachusetts Department of Environmental Protection,Gardner,Worcester,Massachusetts,10500000.0,BIL,Discretionary,USAspending,,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
50410,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Gardner Downtown Mobility Plan,Gardner,Worcester,Massachusetts,1253500.0,BIL,Discretionary,N,,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
16579,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Gardner Vision Zero and Supplemental Safety Action Plan,Gardner,Worcester,Massachusetts,230000.0,BIL,Discretionary,Y,P-17675,gardner,Gardner,2.36,49679,185700,17922,586,651,1912,11,20610
18799,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Gloucester,Gloucester,Essex,Massachusetts,242400.0,BIL,Formula,Y,P-20755,gloucester,Gloucester,2.27,72574,425400,28236,502,587,737,13,30162
43260,Department of Energy,Energy Efficiency and Renewable Energy,Industrial Research and Assessment Center Implementation Grants,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Industrial Research and Assessment Center Implementation Grants - City of Gloucester,Gloucester,Essex,Massachusetts,300000.0,BIL,Discretionary,Y,P-24514,gloucester,Gloucester,2.27,72574,425400,28236,502,587,737,13,30162
40906,Department of Commerce,National Oceanic and Atmospheric Administration,Investing in Coastal Communities and Climate Resilience,Resilience,Climate Resilience,Fisheries management in a changing climate,Gloucester,Essex,Massachusetts,375000.0,IRA,Discretionary,Y,IRA-5087,gloucester,Gloucester,2.27,72574,425400,28236,502,587,737,13,30162
48945,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Gloucester,Essex,Massachusetts,1200000.0,BIL,Discretionary,Y,,gloucester,Gloucester,2.27,72574,425400,28236,502,587,737,13,30162
18801,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Great Barrington Fire District,Great Barrington,Berkshire,Massachusetts,191000.0,BIL,Formula,Y,P-20757,great barrington,Great Barrington,1.94,49368,384600,1931,49,0,185,0,2070
47151,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,Rural Energy for America Program (REAP) - VERDANT DELTA LLC,Great Barrington,Berkshire,Massachusetts,93868.0,IRA,Discretionary,Y,,great barrington,Great Barrington,1.94,49368,384600,1931,49,0,185,0,2070
40741,Environmental Protection Agency,Office of Environmental Justice and External Civil Rights,Environmental and Climate Justice Block Grants: Environmental Justice Collaborative Problem-Solving (EJCPS) Cooperative Agreement Program,Environmental Remediation,Environmental Remediation,Environmental and Climate Justice Block Grants: Environmental Justice Collaborative Problem-Solving (EJCPS) Cooperative Agreement Program - Nashua River Watershed Association Inc.,Groton,Middlesex,Massachusetts,500000.0,IRA,Discretionary,Y,IRA-4895,groton,Groton,2.48,65303,379700,1098,10,113,28,0,1345
4532,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,RLF Supplemental Funding - Merrimack Valley Planning Commission,Haverhill,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,P-4536,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
49492,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,Haverhill,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
27052,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Haverhill,Essex,Massachusetts,123100.0,BIL,Both,N,A-7093,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
43407,Department of Transportation,Federal Highway Administration,Reconnecting Communities Pilot Program,Transportation,"Roads, Bridges, and Major Projects",Removing the Scars of Urban Renewal,Haverhill,Essex,Massachusetts,452000.0,BIL,Discretionary,Y,P-24579,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Haverhill Main Street Safety Improvement Demonstration Project,Haverhill,Essex,Massachusetts,595021.0,BIL,Discretionary,,,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
16580,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Haverhill Main Street Intersection Development Project,Haverhill,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17676,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
38366,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Investing in Haverhill's Urban Forest with Equity and Resilience,Haverhill,Essex,Massachusetts,1000000.0,IRA,Both,Y,IRA-2514,haverhill,Haverhill,2.58,69426,300600,51014,2310,846,14722,64,63533
7637,Department of Transportation,Federal Transit Administration,Urbanized Area Passenger Ferry Program,Transportation,Public Transportation,Ferry Service Funding: Massachusetts Bay Transportation Authority,Hingham,Norfolk,Massachusetts,6639134.0,BIL,Discretionary,N,P-7854,hingham,Hingham,2.90,161607,889700,6396,45,20,31,0,6461
48946,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Hingham,Plymouth,Massachusetts,600000.0,BIL,Discretionary,Y,,hingham,Hingham,2.90,161607,889700,6396,45,20,31,0,6461
43294,Department of Energy,"Office of Manufacturing and Energy Supply Chains, Office of Clean Energy Demonstrations",Advanced Industrial Facilities Deployment Program,"Clean Energy, Buildings, and Manufacturing",Clean Manufacturing/Industry,"Advanced Industrial Facilities Deployment Program - Sublime Systems, Inc.",Holyoke,Hampden,Massachusetts,86900000.0,IRA,Discretionary,Y,IRA-7116,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
18793,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Holyoke,Holyoke,Hampden,Massachusetts,190000.0,BIL,Formula,Y,P-20749,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
27053,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Holyoke,Hampden,Massachusetts,76420.0,BIL,Both,N,A-7094,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
8931,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: City of Holyoke Gas and Electric Department,Holyoke,Hampden,Massachusetts,10000000.0,BIL,Discretionary,Y,P-9184,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
16581,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Development of Holyoke's Comprehensive Safety Action Plan,Holyoke,Hampden,Massachusetts,158280.0,BIL,Discretionary,Y,P-17677,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
38367,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Urban Forest Equity Plan Implementation in Holyoke, Massachusetts",Holyoke,Hampden,Massachusetts,1000000.0,IRA,Both,Y,IRA-2515,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
48947,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Holyoke,Hampden,Massachusetts,7245000.0,BIL,Discretionary,Y,,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
44772,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,Holyoke,Hampden,Massachusetts,6313243.0,BIL,Discretionary,Y,,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
44771,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,Holyoke,Hampden,Massachusetts,3925614.0,BIL,Discretionary,Y,,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
44773,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,Holyoke,Hampden,Massachusetts,1701076.0,BIL,Discretionary,Y,,holyoke,Holyoke,2.55,40769,195800,35218,1826,274,21704,133,40241
15580,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Hopkinton-Regulation and Bylaw Review Related to Climate Change Adaptation & Nature-Based Solutions,Hopkinton,Middlesex,Massachusetts,50663.0,BIL,Formula,Y,P-16576,hopkinton,Hopkinton,2.71,112014,497400,2852,36,88,147,0,3098
4206,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Tyler Dam,Hudson,Middlesex,Massachusetts,2206000.0,BIL,Discretionary,Y,P-4209,hudson,Hudson,2.46,82431,332300,14413,207,442,1081,0,15346
18803,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Huntington,Huntington,Hampshire,Massachusetts,132000.0,BIL,Formula,Y,P-20759,huntington,Huntington,1.94,52500,163800,603,0,0,13,3,634
3443,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Knightville Dam, MA",Huntington,Hampshire,Massachusetts,350000.0,BIL,Discretionary,Y,P-3443,huntington,Huntington,1.94,52500,163800,603,0,0,13,3,634
45119,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,Ipswich Mills Dam Removal Project,Ipswich,Essex,Massachusetts,1230000.0,BIL,Discretionary,N,,ipswich,Ipswich,2.22,65893,418100,4297,199,85,168,0,4699
7369,Department of Commerce,National Oceanic and Atmospheric Administration,Fish Passage,Other,Other,Fish Passage: Ipswich River Watershed Association,Ipswich,Essex,Massachusetts,2359186.0,BIL,Discretionary,N,P-7576,ipswich,Ipswich,2.22,65893,418100,4297,199,85,168,0,4699
48948,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,Ipswich,Essex,Massachusetts,5000000.0,BIL,Discretionary,Y,,ipswich,Ipswich,2.22,65893,418100,4297,199,85,168,0,4699
243,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Lawrence Municipal - LWM,Lawrence,Essex,Massachusetts,295000.0,BIL,Both,Y,P-243,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
20153,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Lawrence Municipal - LWM,Lawrence,Essex,Massachusetts,294000.0,BIL,Both,Y,P-22265,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
10252,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Lawrence Municipal - LWM,Lawrence,Essex,Massachusetts,292000.0,BIL,Both,Y,P-10505,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
49510,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Multipurpose Grants Program,Lawrence,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
5800,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Lawrence,Lawrence,Essex,Massachusetts,9875000.0,BIL,Discretionary,Y,P-5962,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
27054,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Lawrence,Essex,Massachusetts,139690.0,BIL,Both,N,A-7095,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
16586,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,"SS4A Planning and Demonstration Grant for Developing an Action Plan in Lawrence, Massachusetts",Lawrence,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17682,lawrence,Lawrence,3.03,44613,271100,42232,4530,1363,64463,249,79942
47477,Department of Agriculture,Forest Service,Wood Innovations Grant Program,Other,Other,Wood Market Expansion Project at Meadow Farm of the Berkshires,Lee,Berkshire,Massachusetts,300000.0,IRA,Discretionary,Y,,lee,Lee,2.13,55686,237500,1484,18,4,37,0,1717
27055,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Leominster,Worcester,Massachusetts,76490.0,BIL,Both,N,A-7096,leominster,Leominster,2.45,61825,241800,33682,2805,1263,7676,79,41606
49545,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,Lowell,Middlesex,Massachusetts,5000000.0,BIL,Discretionary,Y,,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
43231,Department of Energy,Energy Efficiency and Renewable Energy,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program","Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program - AvCarb Material Solutions",Lowell,Middlesex,Massachusetts,10000000.0,BIL,Discretionary,Y,P-24486,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
27056,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,Lowell,Middlesex,Massachusetts,159570.0,BIL,Both,N,A-7097,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
13182,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Lowell Bridge Preservation,Lowell,Middlesex,Massachusetts,21400000.0,BIL,Discretionary,Y,P-13778,lowell,Lowell,2.70,56878,269800,67849,8934,25647,20132,854,111306
